# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 38948 3950
p 2 0 387 533 802 576
p 2 15 905 0 15494 1856
p 2 9 911 0 17771 1828
p 2 0 919 1 11849 1788
p 2 1 919 0 17803 1804
p 2 5 915 0 20475 1840
p 2 168 752 0 18141 2490
p 2 1 917 2 12039 1904
p 2 3 917 0 18579 1926
p 2 0 920 0 17919 1980
p 2 8 912 0 16781 1843
p 2 33 887 0 16107 2115
p 2 207 713 0 15364 2534
p 2 201 719 0 18260 2644
p 2 67 853 0 15515 2119
p 2 45 872 3 15114 2161
p 2 35 885 0 19775 2111
p 2 308 612 0 18732 2825
p 2 150 770 0 19059 2445
p 2 75 845 0 17335 2318
p 2 171 749 0 19356 2455
p 2 71 846 3 16930 2304
p 2 574 346 0 25725 3061
p 2 279 641 0 17675 2482
p 2 270 650 0 16187 2493
p 2 8 912 0 20433 1851
p 2 0 884 36 12802 1553
p 2 0 848 72 12506 1349
p 2 0 833 87 8207 1129
p 2 0 861 59 9896 1209
p 2 0 850 70 9019 1124
p 2 0 791 129 3953 1018
p 2 0 862 58 14553 1187
p 2 0 819 101 14703 1144
p 2 0 838 82 14860 1144
p 2 0 784 136 7619 1009
p 2 0 826 94 11057 1107
p 2 0 847 73 11347 1128
p 2 0 807 113 13346 1116
p 2 0 819 101 9550 1101
p 2 0 814 106 12806 1117
p 2 0 825 95 7095 1146
i 2 920 0 0 35446 3957
p 2 0 918 2 12998 1615
p 2 3 916 1 14960 1700
p 2 50 870 0 20123 2024
p 2 13 907 0 18384 1916
p 2 13 905 2 17863 1875
p 2 6 914 0 17587 1874
p 2 5 915 0 17680 1772
p 2 3 917 0 14830 1857
p 2 7 913 0 15874 1860
p 2 224 696 0 19151 2687
p 2 12 908 0 17880 1890
p 2 282 638 0 18940 2740
p 2 46 874 0 15763 1947
p 2 23 897 0 17638 2083
p 2 210 710 0 19079 2507
p 2 66 854 0 13317 2190
p 2 51 869 0 15652 2064
p 2 86 834 0 16992 2335
p 2 65 855 0 19556 2153
p 2 489 431 0 23140 3012
p 2 204 716 0 16943 2334
p 2 392 528 0 19184 2874
p 2 348 572 0 22213 2692
p 2 416 504 0 14897 2781
p 2 43 877 0 15404 1789
p 2 1 918 1 10934 1688
p 2 0 842 78 9192 1245
p 2 0 869 51 17342 1408
p 2 0 821 99 8758 1142
p 2 0 793 127 4398 1075
p 2 0 807 113 4901 1039
p 2 0 802 118 13502 1140
p 2 0 814 106 9717 1080
p 2 0 797 123 11056 1087
p 2 0 858 62 15745 1202
p 2 0 780 140 15957 1100
p 2 0 785 135 7540 1000
p 2 0 781 139 15572 1113
p 2 0 778 142 12171 1033
p 2 0 839 81 11810 1126
p 2 355 551 14 21706 2553
i 2 920 0 0 35834 3937
p 2 1 886 33 10541 1430
p 2 0 919 1 10377 1515
p 2 0 919 1 9864 1433
p 2 9 911 0 11275 1734
p 2 2 918 0 12410 1549
p 2 1 919 0 16779 1767
p 2 28 892 0 19942 1918
p 2 146 774 0 14039 2335
p 2 3 917 0 13420 1743
p 2 5 915 0 14662 1958
p 2 31 889 0 18924 2005
p 2 195 725 0 19841 2598
p 2 1 919 0 14981 1820
p 2 51 869 0 16460 2118
p 2 28 892 0 18409 2076
p 2 437 483 0 16734 2892
p 2 73 847 0 15079 2068
p 2 185 735 0 18203 2534
p 2 115 805 0 14480 2218
p 2 161 759 0 17649 2424
p 2 148 772 0 17091 2241
p 2 303 617 0 20344 2848
p 2 510 410 0 22141 2937
p 2 468 452 0 21736 2862
p 2 37 882 1 17137 1696
p 2 0 890 30 11655 1430
p 2 0 866 54 16700 1314
p 2 0 827 93 11359 1133
p 2 0 800 120 8456 1042
p 2 0 809 111 13910 1155
p 2 0 775 145 11254 1054
p 2 0 778 142 12760 1067
p 2 0 787 133 9257 1024
p 2 0 773 147 13729 1077
p 2 0 737 183 7487 996
p 2 0 750 170 5355 967
p 2 0 789 131 11020 1070
p 2 0 721 199 10572 984
p 2 0 764 156 7466 998
p 2 0 780 140 12576 1063
p 2 0 799 121 11053 1112
i 2 920 0 0 36181 3942
p 2 1 913 6 10218 1597
p 2 1 919 0 10292 1625
p 2 0 916 4 10333 1451
p 2 0 920 0 18308 1769
p 2 30 890 0 17585 1909
p 2 80 840 0 16293 2189
p 2 10 910 0 13003 1801
p 2 4 916 0 14259 1905
p 2 8 912 0 18847 1926
p 2 173 747 0 18216 2482
p 2 5 915 0 12217 1756
p 2 7 913 0 15195 1932
p 2 44 876 0 22288 2119
p 2 200 720 0 17484 2601
p 2 8 912 0 14759 1817
p 2 19 901 0 15595 2016
p 2 125 795 0 20007 2312
p 2 359 561 0 15719 2800
p 2 53 867 0 19039 2150
p 2 476 444 0 17491 2936
p 2 209 711 0 16894 2410
p 2 406 514 0 19436 2874
p 2 309 611 0 14998 2480
p 2 424 496 0 17713 2817
p 2 37 883 0 21162 1875
p 2 1 917 2 16359 1697
p 2 0 872 48 11659 1352
p 2 0 861 59 15956 1320
p 2 0 854 66 8184 1143
p 2 0 812 108 13460 1104
p 2 0 816 104 15150 1128
p 2 0 842 78 15004 1163
p 2 0 789 131 6786 1052
p 2 0 839 81 11833 1165
p 2 0 834 86 14292 1149
p 2 0 762 158 8586 991
p 2 0 745 175 6457 967
p 2 0 776 144 12817 1068
p 2 0 783 137 11116 1033
p 2 0 816 104 13811 1111
p 2 361 537 22 20993 2534
i 2 920 0 0 35690 3937
p 2 1 898 21 13456 1475
p 2 0 913 7 17078 1556
p 2 1 918 1 12581 1517
p 2 3 917 0 14787 1816
p 2 142 778 0 15645 2253
p 2 15 905 0 15559 1986
p 2 0 920 0 11180 1776
p 2 2 918 0 12319 1899
p 2 0 920 0 13162 1736
p 2 4 916 0 19750 2013
p 2 19 901 0 17973 1925
p 2 209 711 0 17331 2566
p 2 16 904 0 17932 1900
p 2 33 887 0 16019 2074
p 2 55 865 0 22160 2178
p 2 273 647 0 19424 2683
